	sequence_id	Assembly	Domain	Temperature	cluster_id	genus	species	tax_cluster_id	len
371	GCA_002902285.1	GCA_002902285.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus simulans	1286.0	100011
372	GCA_002902305.1	GCA_002902305.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus argensis	1607738.0	100009
373	GCA_002902325.1	GCA_002902325.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus capitis	904334.0	100009
374	GCA_002902345.1	GCA_002902345.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus arlettae	29378.0	100013
375	GCA_002902385.1	GCA_002902385.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus intermedius	1285.0	100017
376	GCA_002902405.1	GCA_002902405.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus schweitzeri	1654388.0	100038
377	GCA_002902625.1	GCA_002902625.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus devriesei	586733.0	100015
378	GCA_002902685.1	GCA_002902685.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus pettenkoferi	170573.0	100015
379	GCA_002902725.1	GCA_002902725.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus caprae	29380.0	100012
380	GCA_002902755.1	GCA_002902755.1	Bacteria	Mesophiles	Bacteria_Temperature	Mammaliicoccus	Mammaliicoccus lentus	42858.0	100017
381	GCA_002909375.1	GCA_002909375.1	Bacteria	Psychrophiles	Bacteria_Temperature	Cryobacterium	Cryobacterium zongtaii	1259217.0	100009
382	GCA_002909445.1	GCA_002909445.1	Bacteria	Psychrophiles	Bacteria_Temperature	Specibacter	Specibacter glacialis	1664.0	100011
383	GCA_002945325.1	GCA_002945325.1	Archaea	Mesophiles	Archaea_Temperature	Methanococcus	Methanococcus maripaludis	267377.0	100009
384	GCA_002954225.1	GCA_002954225.1	Bacteria	Psychrophiles	Bacteria_Temperature	Arthrobacter_D	Arthrobacter_D ruber	1258893.0	100009
385	GCA_002954245.1	GCA_002954245.1	Bacteria	Psychrophiles	Bacteria_Temperature	Cryobacterium	Cryobacterium aureum	995037.0	100009
386	GCA_002954455.1	GCA_002954455.1	Bacteria	Psychrophiles	Bacteria_Temperature	Photobacterium	Photobacterium aquimaris	512643.0	101926
387	GCA_002954665.1	GCA_002954665.1	Bacteria	Psychrophiles	Bacteria_Temperature	Polaribacter	Polaribacter glomeratus	102.0	105067
388	GCA_002954685.1	GCA_002954685.1	Bacteria	Psychrophiles	Bacteria_Temperature	Polaribacter	Polaribacter porphyrae	1137780.0	100035
389	GCA_002964845.1	GCA_002964845.1	Bacteria	Thermophiles	Bacteria_Temperature	Thermus	Thermus tenuipuniceus	2078690.0	100012
390	GCA_002994445.1	GCA_002994445.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus simulans_B	1286.0	100009
391	GCA_002995755.1	GCA_002995755.1	Bacteria	Thermophiles	Bacteria_Temperature	Moorella	Moorella humiferrea	676965.0	100016
392	GCA_002995805.1	GCA_002995805.1	Bacteria	Thermophiles	Bacteria_Temperature	Moorella	Moorella stamsii	1266720.0	100012
393	GCA_003012915.1	GCA_003012915.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus felis	46127.0	100009
394	GCA_003019255.1	GCA_003019255.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus kloosii	29384.0	100009
395	GCA_003019275.1	GCA_003019275.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus muscae	1294.0	100009
396	GCA_003025615.1	GCA_003025615.1	Bacteria	Psychrophiles	Bacteria_Temperature	Photobacterium	Photobacterium frigidiphilum	264736.0	100012
397	GCA_003026285.1	GCA_003026285.1	Bacteria	Psychrophiles	Bacteria_Temperature	Photobacterium	Photobacterium profundum	314280.0	100011
398	GCA_003026355.1	GCA_003026355.1	Bacteria	Psychrophiles	Bacteria_Temperature	Photobacterium	Photobacterium kishitanii	318456.0	100009
399	GCA_003026395.1	GCA_003026395.1	Bacteria	Psychrophiles	Bacteria_Temperature	Photobacterium	Photobacterium iliopiscarium	56192.0	100011
400	GCA_003026475.1	GCA_003026475.1	Bacteria	Psychrophiles	Bacteria_Temperature	Photobacterium	Photobacterium lipolyticum	266810.0	100013
401	GCA_003026815.1	GCA_003026815.1	Bacteria	Psychrophiles	Bacteria_Temperature	Photobacterium	Photobacterium damselae	38293.0	100012
402	GCA_003035445.1	GCA_003035445.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus devriesei_A	586733.0	100014
403	GCA_003043455.1	GCA_003043455.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus simulans_A	1286.0	100016
404	GCA_003057965.1	GCA_003057965.1	Bacteria	Thermophiles	Bacteria_Temperature	Thermodesulfobium	Thermodesulfobium acidiphilum	1794699.0	100009
405	GCA_003097355.1	GCA_003097355.1	Bacteria	Psychrophiles	Bacteria_Temperature	Arthrobacter_I	Arthrobacter_I sp003097355	2703675.0	100011
406	GCA_003148585.1	GCA_003148585.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter immobilis	498.0	100107
407	GCA_003173335.1	GCA_003173335.1	Archaea	Psychrophiles	Archaea_Temperature	Methanospirillum	Methanospirillum stamsii	1277351.0	100011
408	GCA_003185895.1	GCA_003185895.1	Bacteria	Psychrophiles	Bacteria_Temperature	Cryobacterium	Cryobacterium arcticum	670052.0	100011
409	GCA_003185915.1	GCA_003185915.1	Bacteria	Psychrophiles	Bacteria_Temperature	Specibacter	Specibacter psychrochitiniphilus	291045.0	100011
410	GCA_003201675.2	GCA_003201675.2	Archaea	Thermophiles	Archaea_Temperature	Metallosphaera	Metallosphaera hakonensis	1293036.0	100009
411	GCA_003201765.2	GCA_003201765.2	Archaea	Thermophiles	Archaea_Temperature	Acidianus	Acidianus sulfidivorans	619593.0	100009
412	GCA_003201835.2	GCA_003201835.2	Archaea	Thermophiles	Archaea_Temperature	Acidianus_B	Acidianus_B brierleyi	41673.0	100009
413	GCA_003217155.1	GCA_003217155.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter fozii	198480.0	100011
414	GCA_003219795.1	GCA_003219795.1	Bacteria	Psychrophiles	Bacteria_Temperature	Specibacter	Specibacter psychrolactophilus	92442.0	100011
415	GCA_003219815.1	GCA_003219815.1	Bacteria	Psychrophiles	Bacteria_Temperature	Specibacter	Specibacter livingstonensis	670078.0	100009
416	GCA_003259835.1	GCA_003259835.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium aquaticum	1236486.0	100014
417	GCA_003264935.1	GCA_003264935.1	Archaea	Thermophiles	Archaea_Temperature	Methanothermobacter_A	Methanothermobacter_A tenebrarum	680118.0	100011
418	GCA_003312425.1	GCA_003312425.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium psychrolimnae	249351.0	100011
419	GCA_003336745.1	GCA_003336745.1	Bacteria	Thermophiles	Bacteria_Temperature	Thermus	Thermus caldifontis	1930763.0	100020
420	GCA_003344925.1	GCA_003344925.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium arcticum	1784713.0	100009
421	GCA_003350005.1	GCA_003350005.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter proteolyticus_A	147825.0	100009
422	GCA_003350545.1	GCA_003350545.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium glaciei	386300.0	100011
423	GCA_003353085.1	GCA_003353085.1	Bacteria	Mesophiles	Bacteria_Temperature	Shewanella	Shewanella corallii	560080.0	100025
424	GCA_003368535.1	GCA_003368535.1	Bacteria	Thermophiles	Bacteria_Temperature	Ammonifex	Ammonifex thiophilus	444093.0	100017
425	GCA_003399625.1	GCA_003399625.1	Bacteria	Psychrophiles	Bacteria_Temperature	Subtercola	Subtercola boreus_C	120213.0	100009
426	GCA_003399635.1	GCA_003399635.1	Bacteria	Psychrophiles	Bacteria_Temperature	Subtercola	Subtercola boreus_B	120213.0	100011
427	GCA_003399645.1	GCA_003399645.1	Bacteria	Psychrophiles	Bacteria_Temperature	Subtercola	Subtercola boreus_A	120213.0	100009
428	GCA_003534205.1	GCA_003534205.1	Bacteria	Mesophiles	Bacteria_Temperature	Listeria_A	Listeria_A weihenstephanensis	1006155.0	100009
429	GCA_003568865.1	GCA_003568865.1	Bacteria	Mesophiles	Bacteria_Temperature	Rubrobacter	Rubrobacter indicoceani	2051957.0	100009
430	GCA_003574035.1	GCA_003574035.1	Bacteria	Thermophiles	Bacteria_Temperature	Meiothermus	Meiothermus hypogaeus	884155.0	100017
431	GCA_003574085.1	GCA_003574085.1	Bacteria	Thermophiles	Bacteria_Temperature	Meiothermus	Meiothermus luteus	2026184.0	100017
432	GCA_003574095.1	GCA_003574095.1	Bacteria	Thermophiles	Bacteria_Temperature	Calidithermus	Calidithermus roseus	1644118.0	100011
433	GCA_003574215.1	GCA_003574215.1	Bacteria	Thermophiles	Bacteria_Temperature	Hydrogenophilus	Hydrogenophilus thermoluteolus	297.0	100009
434	GCA_003605125.1	GCA_003605125.1	Bacteria	Psychrophiles	Bacteria_Temperature	Shewanella	Shewanella algidipiscicola	614070.0	100012
435	GCA_003634755.1	GCA_003634755.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium limicola	180441.0	100009
436	GCA_003688495.1	GCA_003688495.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium weaverense	271156.0	100009
437	GCA_003722075.1	GCA_003722075.1	Archaea	Mesophiles	Archaea_Temperature	Methanohalophilus	Methanohalophilus sp003722075	2485783.0	100011
438	GCA_003722315.1	GCA_003722315.1	Bacteria	Thermophiles	Bacteria_Temperature	Thermoanaerobacter	Thermoanaerobacter ethanolicus	509192.0	100009
439	GCA_003797125.1	GCA_003797125.1	Bacteria	Psychrophiles	Bacteria_Temperature	Shewanella	Shewanella frigidimarina	56812.0	100012
440	GCA_003797885.1	GCA_003797885.1	Bacteria	Psychrophiles	Bacteria_Temperature	Shewanella	Shewanella vesiculosa	518738.0	100009
441	GCA_003855395.1	GCA_003855395.1	Bacteria	Psychrophiles	Bacteria_Temperature	Shewanella	Shewanella livingstonensis	150120.0	100009
442	GCA_003862495.1	GCA_003862495.1	Archaea	Mesophiles	Archaea_Temperature	Halomarina	Halomarina oriensis_A	671145.0	100012
443	GCA_003966225.1	GCA_003966225.1	Bacteria	Psychrophiles	Bacteria_Temperature	Shewanella	Shewanella canadensis	271096.0	100009
444	GCA_003966265.1	GCA_003966265.1	Bacteria	Psychrophiles	Bacteria_Temperature	Shewanella	Shewanella atlantica	271099.0	100009
445	GCA_003967175.1	GCA_003967175.1	Archaea	Thermophiles	Archaea_Temperature	Sulfodiicoccus	Sulfodiicoccus acidiphilus	1670455.0	100009
446	GCA_003970495.1	GCA_003970495.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus pasteuri	45972.0	100027
447	GCA_003970575.1	GCA_003970575.1	Bacteria	Mesophiles	Bacteria_Temperature	Mammaliicoccus	Mammaliicoccus fleurettii	150056.0	100090
448	GCA_004102725.1	GCA_004102725.1	Archaea	Mesophiles	Archaea_Temperature	Methanoculleus_A	Methanoculleus_A taiwanensis	1550565.0	100047
449	GCA_004117075.1	GCA_004117075.1	Bacteria	Thermophiles	Bacteria_Temperature	Fervidobacterium	Fervidobacterium changbaicum	310769.0	100009
450	GCA_004137855.1	GCA_004137855.1	Archaea	Mesophiles	Archaea_Temperature	Methanohalophilus	Methanohalophilus profundi	2138083.0	100110
451	GCA_004217335.1	GCA_004217335.1	Archaea	Thermophiles	Archaea_Temperature	Natrinema	Natrinema hispanicum	392421.0	100009
452	GCA_004345675.1	GCA_004345675.1	Bacteria	Thermophiles	Bacteria_Temperature	Caldanaerobacter	Caldanaerobacter subterraneus	911092.0	100011
453	GCA_004365915.1	GCA_004365915.1	Bacteria	Psychrophiles	Bacteria_Temperature	Cryobacterium	Cryobacterium psychrophilum	41988.0	100009
454	GCA_004366795.1	GCA_004366795.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus	Alicyclobacillus sacchari	392010.0	100011
455	GCA_004402405.1	GCA_004402405.1	Bacteria	Psychrophiles	Bacteria_Temperature	Cryobacterium	Cryobacterium levicorallinum	995038.0	100009
456	GCA_004634385.1	GCA_004634385.1	Bacteria	Hyperthermophiles	Bacteria_Temperature	Thermaerobacter	Thermaerobacter sp004634385	2546351.0	100009
457	GCA_004745425.1	GCA_004745425.1	Archaea	Mesophiles	Archaea_Temperature	Methanolobus	Methanolobus sp004745425	2052935.0	100009
458	GCA_004765815.2	GCA_004765815.2	Archaea	Mesophiles	Archaea_Temperature	Halorussus	Halorussus salinus	1364935.0	100012
459	GCA_004799665.1	GCA_004799665.1	Archaea	Mesophiles	Archaea_Temperature	Halapricum	Halapricum salinum	1457250.0	100009
460	GCA_004923255.1	GCA_004923255.1	Bacteria	Psychrophiles	Bacteria_Temperature	Subtercola	Subtercola vilae	2056433.0	100014
461	GCA_005954745.1	GCA_005954745.1	Archaea	Mesophiles	Archaea_Temperature	Halostella	Halostella pelagica	2583824.0	100009
462	GCA_006094395.1	GCA_006094395.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus haemolyticus	1283.0	100009
463	GCA_006716115.1	GCA_006716115.1	Bacteria	Psychrophiles	Bacteria_Temperature	Subtercola	Subtercola boreus	120213.0	100009
464	GCA_006757745.1	GCA_006757745.1	Bacteria	Mesophiles	Bacteria_Temperature	Acinetobacter	Acinetobacter radioresistens	575589.0	100009
465	GCA_007004735.1	GCA_007004735.1	Archaea	Thermophiles	Archaea_Temperature	Salinigranum	Salinigranum halophilum	2565931.0	100009
466	GCA_007197645.1	GCA_007197645.1	Bacteria	Psychrophiles	Bacteria_Temperature	Shewanella	Shewanella hanedai	25.0	100014
467	GCA_007475525.1	GCA_007475525.1	Bacteria	Thermophiles	Bacteria_Temperature	Methylacidiphilum	Methylacidiphilum kamchatkense	1202785.0	100009
468	GCA_007567505.1	GCA_007567505.1	Bacteria	Psychrophiles	Bacteria_Temperature	Shewanella	Shewanella donghaensis	238836.0	100009
469	GCA_007671655.1	GCA_007671655.1	Bacteria	Mesophiles	Bacteria_Temperature	Marinobacter	Marinobacter piscensis	1562308.0	100009
470	GCA_007671675.1	GCA_007671675.1	Bacteria	Psychrophiles	Bacteria_Temperature	Marinobacter	Marinobacter maritimus	277961.0	100012
471	GCA_007991715.1	GCA_007991715.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus	Alicyclobacillus acidoterrestris_A	1450.0	100014
472	GCA_007997305.1	GCA_007997305.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter frigidicola	45611.0	100009
473	GCA_008124605.1	GCA_008124605.1	Archaea	Mesophiles	Archaea_Temperature	Halobacterium	Halobacterium salinarum	2597657.0	100011
474	GCA_008931805.1	GCA_008931805.1	Bacteria	Psychrophiles	Bacteria_Temperature	Moritella	Moritella marina	1202962.0	100009
475	GCA_009183365.2	GCA_009183365.2	Bacteria	Mesophiles	Bacteria_Temperature	Shewanella	Shewanella algae	38313.0	100009
476	GCA_009617755.1	GCA_009617755.1	Bacteria	Mesophiles	Bacteria_Temperature	Marinobacter	Marinobacter salsuginis	418719.0	100009
477	GCA_009729015.1	GCA_009729015.1	Archaea	Hyperthermophiles	Archaea_Temperature	Acidianus	Acidianus ambivalens	2283.0	100009
478	GCA_009729035.1	GCA_009729035.1	Archaea	Thermophiles	Archaea_Temperature	Stygiolobus	Stygiolobus azoricus	1313299.0	100009
479	GCA_009729055.1	GCA_009729055.1	Archaea	Thermophiles	Archaea_Temperature	Sulfurisphaera	Sulfurisphaera ohwakuensis	69656.0	100009
480	GCA_009729545.1	GCA_009729545.1	Archaea	Hyperthermophiles	Archaea_Temperature	Acidianus	Acidianus infernus	12915.0	100009
481	GCA_009735625.1	GCA_009735625.1	Bacteria	Thermophiles	Bacteria_Temperature	Moorella	Moorella glycerini	55779.0	100009
482	GCA_009759685.1	GCA_009759685.1	Bacteria	Mesophiles	Bacteria_Temperature	Acinetobacter	Acinetobacter baumannii	509170.0	100009
483	GCA_009791395.1	GCA_009791395.1	Archaea	Mesophiles	Archaea_Temperature	Halomarina	Halomarina oriensis	671145.0	100011
484	GCA_009914725.1	GCA_009914725.1	Archaea	Psychrophiles	Archaea_Temperature	Methanogenium	Methanogenium sp009914725	2599926.0	100017
485	GCA_010119195.1	GCA_010119195.1	Archaea	Mesophiles	Archaea_Temperature	Haloarcula	Haloarcula salina	1429914.0	100009
486	GCA_010119205.1	GCA_010119205.1	Archaea	Mesophiles	Archaea_Temperature	Halomicroarcula	Halomicroarcula limicola	1429915.0	100009
487	GCA_010604095.1	GCA_010604095.1	Bacteria	Mesophiles	Bacteria_Temperature	Streptococcus	Streptococcus sp000187445	1343.0	100109
488	GCA_011049865.1	GCA_011049865.1	Bacteria	Psychrophiles	Bacteria_Temperature	Marinobacter	Marinobacter antarcticus_A	564117.0	100012
489	GCA_013282665.1	GCA_013282665.1	Bacteria	Mesophiles	Bacteria_Temperature	Listeria	Listeria monocytogenes_C	552536.0	100009
490	GCA_013340765.1	GCA_013340765.1	Archaea	Thermophiles	Archaea_Temperature	Conexivisphaera	Conexivisphaera calida	1874277.0	100009
491	GCA_013343115.1	GCA_013343115.1	Bacteria	Mesophiles	Bacteria_Temperature	Streptococcus	Streptococcus sanguinis_H	888825.0	100009
492	GCA_013343295.1	GCA_013343295.1	Archaea	Thermophiles	Archaea_Temperature	Metallosphaera	Metallosphaera tengchongensis	1532350.0	100009
493	GCA_013388255.1	GCA_013388255.1	Archaea	Thermophiles	Archaea_Temperature	Methanolobus	Methanolobus zinderi	536044.0	100009
494	GCA_013760845.1	GCA_013760845.1	Bacteria	Thermophiles	Bacteria_Temperature	Anoxybacillus_B	Anoxybacillus_B calidus	575178.0	100009
495	GCA_014196195.1	GCA_014196195.1	Bacteria	Thermophiles	Bacteria_Temperature	Anoxybacillus_A	Anoxybacillus_A rupiensis	1895648.0	100011
496	GCA_014200405.1	GCA_014200405.1	Bacteria	Psychrophiles	Bacteria_Temperature	Cryobacterium	Cryobacterium roopkundense	1001240.0	100009
497	GCA_014201585.1	GCA_014201585.1	Bacteria	Thermophiles	Bacteria_Temperature	Anoxybacillus	Anoxybacillus tengchongensis	576944.0	100013
498	GCA_014635045.1	GCA_014635045.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus nepalensis	214473.0	100011
499	GCA_014646555.1	GCA_014646555.1	Archaea	Hyperthermophiles	Archaea_Temperature	Vulcanisaeta	Vulcanisaeta souniana	1293586.0	100009
500	GCA_014647115.1	GCA_014647115.1	Archaea	Mesophiles	Archaea_Temperature	Halarchaeum	Halarchaeum rubridurum	489911.0	100009
501	GCA_014647135.1	GCA_014647135.1	Bacteria	Mesophiles	Bacteria_Temperature	Shewanella	Shewanella xiamenensis	332186.0	100012
502	GCA_014651955.1	GCA_014651955.1	Bacteria	Mesophiles	Bacteria_Temperature	Shewanella	Shewanella fodinae	552357.0	100012
503	GCA_014784055.1	GCA_014784055.1	Bacteria	Psychrophiles	Bacteria_Temperature	Polaribacter	Polaribacter haliotis	1888915.0	100009
504	GCA_015163485.1	GCA_015163485.1	Archaea	Hyperthermophiles	Archaea_Temperature	Geoglobus	Geoglobus acetivorans_A	565033.0	100009
505	GCA_015223105.1	GCA_015223105.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium aquaticum_A	1236486.0	100011
506	GCA_015276835.1	GCA_015276835.1	Bacteria	Mesophiles	Bacteria_Temperature	Listeria	Listeria innocua	1642.0	100009
507	GCA_016107535.1	GCA_016107535.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter cibarius	282669.0	100015
508	GCA_016406305.1	GCA_016406305.1	Bacteria	Mesophiles	Bacteria_Temperature	Shewanella	Shewanella putrefaciens_C	24.0	100009
509	GCA_016406325.1	GCA_016406325.1	Bacteria	Mesophiles	Bacteria_Temperature	Shewanella	Shewanella putrefaciens	24.0	100009
510	GCA_017298635.1	GCA_017298635.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus_B	Alicyclobacillus_B ferrooxydans_B	471514.0	100009
511	GCA_017310505.1	GCA_017310505.1	Bacteria	Thermophiles	Bacteria_Temperature	Methylacidiphilum	Methylacidiphilum sp004421255	1847729.0	100009
512	GCA_017873335.1	GCA_017873335.1	Archaea	Hyperthermophiles	Archaea_Temperature	Thermococcus	Thermococcus stetteri	49900.0	100009
513	GCA_017873625.1	GCA_017873625.1	Archaea	Mesophiles	Archaea_Temperature	Methanobacterium	Methanobacterium petrolearium	710190.0	100009
514	GCA_017873855.1	GCA_017873855.1	Archaea	Mesophiles	Archaea_Temperature	Methanolinea_B	Methanolinea_B mesophila	547055.0	100009
515	GCA_017874375.1	GCA_017874375.1	Archaea	Mesophiles	Archaea_Temperature	Methanohalophilus	Methanohalophilus levihalophilus	1431282.0	100009
516	GCA_018228765.1	GCA_018228765.1	Archaea	Mesophiles	Archaea_Temperature	Halorubrum	Halorubrum sp000296615	35743.0	100009
517	GCA_018861005.1	GCA_018861005.1	Bacteria	Psychrophiles	Bacteria_Temperature	Polaribacter	Polaribacter vadi_A	1774273.0	100297
518	GCA_019263745.1	GCA_019263745.1	Archaea	Mesophiles	Archaea_Temperature	Methanospirillum	Methanospirillum sp012729995	323259.0	100009
519	GCA_900079115.1	GCA_900079115.1	Archaea	Hyperthermophiles	Archaea_Temperature	Saccharolobus	Saccharolobus solfataricus	2287.0	100009
520	GCA_900095385.1	GCA_900095385.1	Archaea	Mesophiles	Archaea_Temperature	Methanoculleus	Methanoculleus chikugoensis_A	1293042.0	100014
521	GCA_900095815.1	GCA_900095815.1	Archaea	Thermophiles	Archaea_Temperature	Methanothermobacter	Methanothermobacter wolfeii	145261.0	100009
522	GCA_900095845.1	GCA_900095845.1	Bacteria	Mesophiles	Bacteria_Temperature	Streptococcus	Streptococcus timonensis	1852387.0	100009
523	GCA_900099915.1	GCA_900099915.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium omnivorum	178355.0	100011
524	GCA_900100875.1	GCA_900100875.1	Archaea	Mesophiles	Archaea_Temperature	Halopelagius	Halopelagius longus	1236180.0	100009
525	GCA_900101115.1	GCA_900101115.1	Bacteria	Psychrophiles	Bacteria_Temperature	Cryobacterium	Cryobacterium psychrotolerans	386301.0	100011
526	GCA_900101915.1	GCA_900101915.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter pacificensis	112002.0	100009
527	GCA_900102145.1	GCA_900102145.1	Bacteria	Thermophiles	Bacteria_Temperature	Thermus	Thermus arciformis	482827.0	100011
528	GCA_900103715.1	GCA_900103715.1	Archaea	Mesophiles	Archaea_Temperature	Halogranum	Halogranum gelatinilyticum	660521.0	100009
529	GCA_900103805.1	GCA_900103805.1	Bacteria	Psychrophiles	Bacteria_Temperature	Cryobacterium	Cryobacterium flavum	1424659.0	100012
530	GCA_900104065.1	GCA_900104065.1	Archaea	Mesophiles	Archaea_Temperature	Natronobacterium	Natronobacterium texcoconense	1095778.0	100090
531	GCA_900105965.1	GCA_900105965.1	Bacteria	Psychrophiles	Bacteria_Temperature	Specibacter	Specibacter alpinus	656366.0	100009
532	GCA_900106645.1	GCA_900106645.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium degerlachei	229203.0	100011
533	GCA_900129575.1	GCA_900129575.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium segetis	271157.0	100009
534	GCA_900106945.1	GCA_900106945.1	Bacteria	Mesophiles	Bacteria_Temperature	Marinobacter	Marinobacter mobilis	488533.0	100009
535	GCA_900107035.1	GCA_900107035.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus	Alicyclobacillus hesperidum	89784.0	100011
536	GCA_900107635.1	GCA_900107635.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium gillisiae	150146.0	100009
537	GCA_900108015.1	GCA_900108015.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium urumqiense	935224.0	100014
538	GCA_900110125.1	GCA_900110125.1	Bacteria	Psychrophiles	Bacteria_Temperature	Cryobacterium	Cryobacterium luteum	1424661.0	100009
539	GCA_900110375.1	GCA_900110375.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium sinopsychrotolerans	604089.0	100009
540	GCA_900110455.1	GCA_900110455.1	Archaea	Mesophiles	Archaea_Temperature	Natrinema	Natrinema salifodinae	1202768.0	100009
541	GCA_900110465.1	GCA_900110465.1	Archaea	Mesophiles	Archaea_Temperature	Halogranum	Halogranum amylolyticum	660520.0	101910
542	GCA_900110865.1	GCA_900110865.1	Archaea	Mesophiles	Archaea_Temperature	Natrinema	Natrinema salaciae	1186196.0	100009
543	GCA_900111075.1	GCA_900111075.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium frigoris	229204.0	100011
544	GCA_900111485.1	GCA_900111485.1	Archaea	Thermophiles	Archaea_Temperature	Natrinema	Natrinema hispanicum_A	392421.0	100023
545	GCA_900111555.1	GCA_900111555.1	Bacteria	Mesophiles	Bacteria_Temperature	Marinobacter	Marinobacter segnicrescens	430453.0	100009
546	GCA_900111795.1	GCA_900111795.1	Bacteria	Thermophiles	Bacteria_Temperature	Anoxybacillus	Anoxybacillus pushchinoensis	150248.0	100015
547	GCA_900111865.1	GCA_900111865.1	Bacteria	Thermophiles	Bacteria_Temperature	Parageobacillus	Parageobacillus thermantarcticus	186116.0	100011
548	GCA_900111935.1	GCA_900111935.1	Archaea	Mesophiles	Archaea_Temperature	Halorubrum	Halorubrum sodomense	35743.0	100009
549	GCA_900112175.1	GCA_900112175.1	Archaea	Thermophiles	Archaea_Temperature	Halogeometricum	Halogeometricum rufum	553469.0	100011
550	GCA_900112975.1	GCA_900112975.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium xueshanense	935223.0	100012
551	GCA_900114435.1	GCA_900114435.1	Archaea	Mesophiles	Archaea_Temperature	Halomicrobium	Halomicrobium zhouii	767519.0	100009
552	GCA_900114835.1	GCA_900114835.1	Archaea	Mesophiles	Archaea_Temperature	Methanolobus	Methanolobus profundi	487685.0	100009
553	GCA_900116205.1	GCA_900116205.1	Archaea	Mesophiles	Archaea_Temperature	Halostagnicola	Halostagnicola kamekurae	619731.0	100009
554	GCA_900116805.1	GCA_900116805.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus_H	Alicyclobacillus_H macrosporangiidus	392015.0	100009
555	GCA_900129115.1	GCA_900129115.1	Bacteria	Thermophiles	Bacteria_Temperature	Thermoanaerobacter	Thermoanaerobacter uzonensis	1123369.0	100009
556	GCA_900129585.1	GCA_900129585.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium micromati	229205.0	100012
557	GCA_900142255.1	GCA_900142255.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus_I	Alicyclobacillus_I montanus	1830138.0	100009
